timestamp,AQI,CO,NO,NO2,O3,SO2,PM2.5,PM10,NH3,Asthma,COPD,Lung Cancer,Pneumonia & Bronchitis,Reduced Lung Function in Children,Heart Attacks,Hypertension,Strokes,Arrhythmia,Alzheimer’s & Dementia,Parkinson’s Disease,Cognitive Impairment in Children,Low Birth Weight,Preterm Births,Sudden Infant Death Syndrome (SIDS),Bladder Cancer,Diabetes,Eye & Skin Irritation
31/12/2023 19:00,5,934.6,0,32.22,57.94,14.19,82.32,101.28,4.94,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
31/12/2023 20:00,5,894.55,0,29.82,57.22,14.54,81.66,100.02,4.62,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No
31/12/2023 21:00,5,881.2,0,26.39,59.37,15.26,84.12,102.75,4.62,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
31/12/2023 22:00,5,894.55,0,25.02,58.65,16.21,90.38,110.1,4.69,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
31/12/2023 23:00,5,934.6,0,25.36,55.79,16.93,98.08,119.59,4.69,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
01/01/2024 0:00,5,974.66,0,27.42,50.78,17.64,106.27,129.63,4.75,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
01/01/2024 1:00,5,1054.76,0,32.9,44.7,19.79,116.28,141.62,5.32,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
01/01/2024 2:00,5,1482.01,0.4,55.52,24.68,27.42,140.76,170.36,9.88,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
01/01/2024 3:00,5,1789.09,7.82,69.92,16.99,36.72,157.07,190.12,13.3,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
01/01/2024 4:00,5,867.84,2.74,35.99,90.84,48.64,126.55,152.67,3.55,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
01/01/2024 5:00,5,707.63,2.57,26.39,111.58,47.68,117.5,141.19,2.01,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
01/01/2024 6:00,5,620.84,2.35,20.91,123.02,44.35,104.12,125,1.2,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
01/01/2024 7:00,5,560.76,1.9,18.68,127.32,42.44,90.8,108.67,0.68,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
01/01/2024 8:00,5,520.71,1.34,16.96,125.89,37.67,81.34,97.78,0.38,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
01/01/2024 9:00,5,494,0.87,15.94,117.3,31.47,77.49,93.63,0.18,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
01/01/2024 10:00,5,500.68,0.94,17.48,107.29,31.47,80.56,97.58,0.4,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
01/01/2024 11:00,5,554.08,1.01,21.42,101.57,33.38,87.43,105.87,0.98,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
01/01/2024 12:00,5,614.17,0.35,26.73,95.84,32.42,93.49,112.22,1.39,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
01/01/2024 13:00,5,761.03,0,32.56,86.55,27.18,101.37,120.38,3.23,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
01/01/2024 14:00,5,934.6,0,37.36,80.11,25.51,110.78,130.94,6.65,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
01/01/2024 15:00,5,1054.76,0,37.7,77.96,26.94,117.9,139.45,9.5,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
01/01/2024 16:00,5,1094.82,0,34.62,78.68,25.75,117.83,140.06,10.26,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
01/01/2024 17:00,5,1134.87,0,33.24,77.96,24.08,115.31,137.94,10.51,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
01/01/2024 18:00,5,1094.82,0,32.56,75.82,21.7,107.4,129.47,8.74,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
01/01/2024 19:00,5,947.95,0,30.85,73.67,17.4,95.46,115.51,5.57,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
01/01/2024 20:00,5,847.82,0,26.05,73.67,15.26,87.88,106.58,4.62,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
01/01/2024 21:00,5,801.09,0,21.25,74.39,14.54,84.59,102.77,4.62,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
01/01/2024 22:00,5,821.11,0,20.22,72.24,15.26,86.34,104.92,5.07,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
01/01/2024 23:00,5,867.84,0,21.25,68.66,16.69,91.02,110.41,5.57,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
02/01/2024 0:00,5,934.6,0,25.02,65.09,18.6,99.38,120.11,6.08,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
02/01/2024 1:00,5,1081.47,0,32.9,59.37,20.98,111.86,134.63,7.09,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
02/01/2024 2:00,5,1615.52,0.15,62.38,33.97,30.04,142.03,170.22,13.05,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
02/01/2024 3:00,5,1949.31,3.35,87.74,17.7,40.05,157.44,189.71,16.97,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
02/01/2024 4:00,5,847.82,0.89,40.1,85.83,46.73,106.79,130.36,4.81,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
02/01/2024 5:00,5,667.57,0.94,30.16,97.27,43.87,93.83,115.36,2.85,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
02/01/2024 6:00,5,580.79,0.94,24.68,101.57,40.53,86.36,105.89,1.61,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
02/01/2024 7:00,5,534.06,0.88,23.31,101.57,41.01,81.94,99.41,0.87,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
02/01/2024 8:00,5,507.35,0.75,21.25,101.57,36.72,78.25,94.42,0.5,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
02/01/2024 9:00,5,487.33,0.64,19.02,101.57,30.52,76.04,91.22,0.32,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
02/01/2024 10:00,5,494,0.77,18.85,100.14,29.09,77.99,93.42,0.46,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
02/01/2024 11:00,5,520.71,0.75,20.73,97.27,29.8,81.72,98.86,0.78,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
02/01/2024 12:00,5,560.76,0.24,24.33,92.98,30.04,85.54,104.8,1.11,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
02/01/2024 13:00,5,767.71,0,34.62,78.68,25.75,95.69,118.11,4.02,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
02/01/2024 14:00,5,1028.06,0,43.18,68.66,25.03,111.73,137.24,8.36,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
02/01/2024 15:00,5,1188.28,0,44.55,67.23,27.18,125.26,152.91,11.53,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
02/01/2024 16:00,5,1214.98,0,41.13,69.38,26.7,127.19,155.52,12.16,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
02/01/2024 17:00,5,1228.33,0,38.73,66.52,25.75,120.43,148.28,12.54,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
02/01/2024 18:00,5,1174.93,0,38.39,60.8,23.84,107.69,133.77,11.15,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
02/01/2024 19:00,5,1001.36,0,35.64,57.22,20.03,90.39,113.32,7.73,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
02/01/2024 20:00,5,841.14,0,29.47,58.65,17.4,78.6,98.74,6.02,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
02/01/2024 21:00,4,761.03,0,23.31,61.51,16.45,72.65,91.16,5.51,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
02/01/2024 22:00,4,761.03,0,21.76,59.37,16.69,72.25,90.35,5.7,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
02/01/2024 23:00,4,801.09,0,22.28,55.79,16.93,74.49,92.93,5.76,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
03/01/2024 0:00,5,847.82,0,24.68,50.78,17.4,76.46,95.08,5.76,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
03/01/2024 1:00,5,934.6,0,30.5,46.49,18.84,78.55,97.45,6.52,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
03/01/2024 2:00,5,1361.85,0.29,54.84,26.46,26.46,94.71,116.74,12.67,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
03/01/2024 3:00,5,1548.77,2.79,71.29,17.7,34.33,99.34,123.59,15.83,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
03/01/2024 4:00,4,600.81,0.16,29.47,72.24,34.81,59.29,75.47,4.18,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
03/01/2024 5:00,4,494,0.14,21.08,83.68,29.8,56.94,72.26,2.79,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
03/01/2024 6:00,4,467.3,0.12,17.82,88.69,26.46,58.57,74.02,2.25,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
03/01/2024 7:00,4,460.62,0.61,17.14,91.55,27.89,61.14,77.71,2.06,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
03/01/2024 8:00,4,447.27,1.15,15.25,97.27,26.46,64.05,81.62,1.74,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
03/01/2024 9:00,4,440.6,1.31,13.54,101.57,23.84,65.24,82.8,1.49,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
03/01/2024 10:00,4,440.6,1.13,14.39,101.57,23.84,64.56,81.7,1.39,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
03/01/2024 11:00,4,447.27,0.6,17.31,97.27,24.8,62.36,78.96,1.49,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
03/01/2024 12:00,4,467.3,0.11,20.39,91.55,24.8,59.44,75.31,1.68,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
03/01/2024 13:00,4,580.79,0,26.05,82.97,21.22,59.18,74.8,3.45,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
03/01/2024 14:00,4,707.63,0,30.16,75.82,20.5,62.04,78.17,6.21,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
03/01/2024 15:00,4,787.73,0,30.85,73.67,22.17,65.74,82.92,8.36,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
03/01/2024 16:00,4,814.44,0,28.45,73.67,21.46,66.04,83.62,9.25,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
03/01/2024 17:00,4,847.82,0,27.42,72.96,20.74,65.65,83.41,9.88,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
03/01/2024 18:00,4,834.47,0,27.42,70.81,19.55,63.28,80.69,9.12,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
03/01/2024 19:00,4,714.3,0,24.68,71.53,16.69,56.42,72.27,6.27,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
03/01/2024 20:00,4,580.79,0,18.16,77.25,14.42,50.16,64.44,4.37,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
03/01/2024 21:00,3,500.68,0,13.02,82.25,13.23,45.95,59.08,3.58,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
03/01/2024 22:00,3,507.35,0,12.51,80.82,13.59,45.63,58.36,3.89,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
03/01/2024 23:00,3,580.79,0,14.74,75.1,15.02,48.94,61.98,4.75,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
04/01/2024 0:00,4,667.57,0,18.85,67.95,16.69,52.82,66.02,5.26,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
04/01/2024 1:00,4,774.38,0,25.02,61.51,18.36,56.15,69.45,6.21,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
04/01/2024 2:00,4,1108.17,0.11,45.93,43.27,24.56,67.53,82.07,11.15,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
04/01/2024 3:00,4,1214.98,1.61,59.63,35.05,30.52,67.3,80.97,12.41,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
04/01/2024 4:00,3,520.71,0.61,28.79,73.67,33.38,40.83,50.36,3.96,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
04/01/2024 5:00,3,427.25,0.52,20.56,82.97,28.37,39.88,50.77,2.85,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
04/01/2024 6:00,3,400.54,0.39,16.28,86.55,24.08,42.59,54.38,2.25,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
04/01/2024 7:00,3,400.54,0.34,15.25,87.26,23.13,45.68,57.3,1.95,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
04/01/2024 8:00,3,407.22,0.38,14.05,90.12,20.98,48.1,59.32,1.66,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
04/01/2024 9:00,4,413.89,0.36,13.02,95.84,18.84,51.22,63.29,1.3,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
04/01/2024 10:00,4,433.92,0.25,13.88,98.71,19.55,55.31,67.99,0.89,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
04/01/2024 11:00,4,453.95,0.08,15.77,98.71,20.74,58.84,71.76,0.61,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
04/01/2024 12:00,4,487.33,0.01,18.16,97.27,21.22,60.56,72.98,0.53,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
04/01/2024 13:00,4,527.38,0,19.54,95.84,20.5,64.15,78.29,0.9,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
04/01/2024 14:00,4,580.79,0,20.73,94.41,21.46,67.7,83.14,2.22,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
04/01/2024 15:00,4,614.17,0,20.73,94.41,22.65,70.04,86.36,3.51,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
04/01/2024 16:00,5,687.6,0,20.91,91.55,20.5,75.29,92.97,5.26,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
04/01/2024 17:00,5,787.73,0,22.62,87.98,19.55,83.41,103.14,7.28,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
04/01/2024 18:00,5,807.76,0,24.68,84.4,19.07,89.26,110.6,7.35,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
04/01/2024 19:00,5,774.38,0,26.05,80.11,17.4,89.06,110.41,5.89,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
04/01/2024 20:00,5,754.36,0,24.68,77.96,16.45,88.52,109.35,5.45,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
04/01/2024 21:00,5,741,0,21.59,77.96,16.21,87.79,108.27,5.57,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
04/01/2024 22:00,5,794.41,0,22.28,74.39,17.64,91.53,112.59,6.33,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
04/01/2024 23:00,5,921.25,0,26.73,63.66,20.27,101.09,123.47,7.35,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
05/01/2024 0:00,5,1081.47,0,33.93,50.07,22.65,112.3,136.54,8.04,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
05/01/2024 1:00,5,1295.09,0.01,45.24,34.33,26.7,124.03,148.43,8.74,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
05/01/2024 2:00,5,1895.9,4.97,72.66,6.53,36.24,150.34,176.81,13.81,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
05/01/2024 3:00,5,2456.67,29.06,80.88,2.35,44.35,168.72,196.71,16.21,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
05/01/2024 4:00,5,1682.28,9.61,78.14,17.34,47.68,127.94,149.58,10.89,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
05/01/2024 5:00,5,1188.28,4.64,53.47,47.92,45.3,106.1,127.73,8.99,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
05/01/2024 6:00,5,787.73,2.46,31.53,83.68,41.96,95.09,116.78,5.57,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
05/01/2024 7:00,5,567.44,1.7,19.19,107.29,38.15,91.15,110.92,2.06,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
05/01/2024 8:00,5,534.06,1.73,15.42,115.87,33.38,90.89,110.63,1.36,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
05/01/2024 9:00,5,514.03,1.79,14.05,115.87,29.09,87.97,106.76,1.04,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
05/01/2024 10:00,5,514.03,1.93,15.42,110.15,29.33,83.9,101.51,1.17,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
05/01/2024 11:00,5,534.06,1.61,19.54,98.71,30.52,81.24,98.91,1.69,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
05/01/2024 12:00,5,567.44,0.54,25.36,83.68,29.56,76.59,94.14,2.22,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
05/01/2024 13:00,4,627.52,0.01,28.79,70.81,25.51,70.37,87.6,3.51,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
05/01/2024 14:00,4,687.6,0,29.13,62.94,23.37,63.67,79.98,5.57,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
05/01/2024 15:00,4,714.3,0,27.42,59.37,22.65,56.76,71.44,7.03,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
05/01/2024 16:00,3,674.25,0,23.31,58.65,20.5,49.61,62.07,6.65,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
05/01/2024 17:00,3,634.19,0,20.73,58.65,20.03,45.01,55.43,5.83,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
05/01/2024 18:00,3,574.11,0,19.54,58.65,19.79,41.64,50.41,4.5,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
05/01/2024 19:00,3,487.33,0,17.48,60.08,19.55,37.67,44.6,2.63,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
05/01/2024 20:00,3,423.91,0,12.68,65.09,16.45,37.28,43.19,1.74,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
05/01/2024 21:00,3,407.22,0,9.85,69.38,13.95,40.49,46.47,1.52,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
05/01/2024 22:00,3,420.57,0,9.17,71.53,12.87,44.52,51.1,1.68,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
05/01/2024 23:00,3,440.6,0,9.25,72.24,12.4,46.67,53.52,1.93,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
06/01/2024 0:00,3,453.95,0,10.28,71.53,12.76,46.88,53.31,2.12,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
06/01/2024 1:00,3,467.3,0,11.31,71.53,12.87,44.53,49.72,2.28,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
06/01/2024 2:00,3,554.08,0.01,16.11,68.66,14.54,44.01,48.51,3.32,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
06/01/2024 3:00,3,614.17,0.14,21.08,67.95,16.69,45.64,50.21,3.7,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
06/01/2024 4:00,3,507.35,0.08,17.14,76.53,18.36,45.49,49.81,2.66,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
06/01/2024 5:00,3,467.3,0.06,14.39,80.11,18.36,49.14,53.97,2.47,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
06/01/2024 6:00,4,447.27,0.05,12.68,81.54,17.64,50.8,56.02,2.15,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
06/01/2024 7:00,4,433.92,0.02,10.45,83.68,15.14,50.01,56.3,1.84,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
06/01/2024 8:00,3,427.25,0.03,9.68,84.4,13.83,49.07,58.6,1.85,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
06/01/2024 9:00,3,420.57,0.05,9.25,83.68,12.87,47.14,59.04,1.88,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
06/01/2024 10:00,3,417.23,0.21,10.37,82.25,14.31,49.35,64.05,2.12,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
06/01/2024 11:00,4,427.25,0.36,12,80.11,15.74,50.22,65.84,2.37,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
06/01/2024 12:00,3,447.27,0.17,14.74,77.25,15.74,49.26,64.55,2.53,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
06/01/2024 13:00,3,487.33,0,16.62,73.67,14.78,49.85,65.52,3.01,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
06/01/2024 14:00,4,534.06,0,17.82,72.24,15.5,52.63,70,3.96,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
06/01/2024 15:00,4,580.79,0,18.34,71.53,16.93,55.4,74.52,4.75,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
06/01/2024 16:00,4,594.14,0,17.48,72.24,16.93,55.93,75.98,4.88,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
06/01/2024 17:00,4,600.81,0,16.62,72.24,16.45,55.19,75.34,4.94,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
06/01/2024 18:00,4,574.11,0,16.11,71.53,15.14,52.12,71.68,4.43,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
06/01/2024 19:00,3,500.68,0,14.39,70.1,13.47,47.1,65.13,3.1,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
06/01/2024 20:00,3,440.6,0,11.48,70.1,12.28,42.53,58.8,2.47,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
06/01/2024 21:00,3,403.88,0,9.25,68.66,11.44,38.34,53.07,2.25,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
06/01/2024 22:00,3,390.53,0,8.91,65.8,11.44,34.94,48.44,2.34,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
06/01/2024 23:00,3,393.87,0,9.34,62.94,11.8,32.85,45.47,2.6,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
07/01/2024 0:00,3,403.88,0,10.54,60.8,12.52,32.36,44.77,2.85,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
07/01/2024 1:00,3,427.25,0,12,58.65,12.99,32.14,43.55,2.98,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
07/01/2024 2:00,3,534.06,0,18.34,52.93,15.5,36.06,47.4,4.12,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
07/01/2024 3:00,3,634.19,0.03,26.05,46.49,18.6,39.19,50.63,4.62,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
07/01/2024 4:00,3,507.35,0.31,20.39,55.79,20.74,33.1,41.35,2.98,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
07/01/2024 5:00,3,427.25,0.83,14.22,62.23,19.07,27.3,32.36,2.31,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
07/01/2024 6:00,2,377.18,1.22,10.71,61.51,17.17,22.18,25.84,1.77,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
